scaffold_1000	3586
scaffold_100	115756
scaffold_1001	3586
scaffold_1002	3579
scaffold_1003	3578
scaffold_1004	3543
scaffold_1005	3517
scaffold_1006	3515
scaffold_1007	3501
scaffold_1008	3493
scaffold_1009	3490
scaffold_1010	3483
scaffold_101	113812
scaffold_1011	3477
scaffold_10	1154401
scaffold_1012	3458
scaffold_1013	3438
scaffold_1014	3429
scaffold_1015	3414
scaffold_1016	3363
scaffold_1017	3321
scaffold_1018	3319
scaffold_1019	3318
scaffold_1020	3296
scaffold_102	112149
scaffold_1021	3276
scaffold_1022	3267
scaffold_1023	3266
scaffold_1024	3220
scaffold_1025	3220
scaffold_1026	3213
scaffold_1027	3204
scaffold_1028	3201
scaffold_1029	3200
scaffold_1030	3190
scaffold_103	112018
scaffold_1031	3189
scaffold_1032	3189
scaffold_1033	3182
scaffold_1034	3173
scaffold_1035	3141
scaffold_1036	3135
scaffold_1037	3118
scaffold_1038	3099
scaffold_1039	3093
scaffold_1040	3081
scaffold_104	110237
scaffold_1041	3076
scaffold_1042	3070
scaffold_1043	3063
scaffold_1044	3059
scaffold_1045	3042
scaffold_1046	3039
scaffold_1047	3026
scaffold_1048	3014
scaffold_1049	3012
scaffold_1050	3009
scaffold_105	109574
scaffold_1051	3003
scaffold_1052	2991
scaffold_1053	2986
scaffold_1054	2980
scaffold_1055	2966
scaffold_1056	2958
scaffold_1057	2949
scaffold_1058	2937
scaffold_1059	2934
scaffold_1060	2932
scaffold_106	105989
scaffold_1061	2917
scaffold_1062	2908
scaffold_1063	2906
scaffold_1064	2898
scaffold_1065	2888
scaffold_1066	2875
scaffold_1067	2856
scaffold_1068	2854
scaffold_1069	2848
scaffold_1070	2845
scaffold_107	105789
scaffold_1071	2820
scaffold_1072	2814
scaffold_1073	2805
scaffold_1074	2800
scaffold_1075	2799
scaffold_1076	2798
scaffold_1077	2790
scaffold_1078	2788
scaffold_1079	2774
scaffold_1080	2754
scaffold_108	104527
scaffold_1081	2722
scaffold_1082	2715
scaffold_1083	2701
scaffold_1084	2691
scaffold_1085	2689
scaffold_1086	2688
scaffold_1087	2687
scaffold_1088	2687
scaffold_1089	2671
scaffold_1090	2658
scaffold_109	103392
scaffold_1091	2654
scaffold_1092	2647
scaffold_1093	2645
scaffold_1094	2641
scaffold_1095	2632
scaffold_1096	2619
scaffold_1097	2611
scaffold_1098	2597
scaffold_1099	2591
scaffold_1100	2588
scaffold_110	102741
scaffold_1101	2587
scaffold_1102	2581
scaffold_1103	2576
scaffold_1104	2575
scaffold_1105	2575
scaffold_1106	2573
scaffold_1107	2571
scaffold_1108	2570
scaffold_1109	2567
scaffold_1110	2563
scaffold_11	1094060
scaffold_111	100251
scaffold_1111	2526
scaffold_1112	2522
scaffold_1113	2521
scaffold_1114	2521
scaffold_1115	2516
scaffold_1116	2515
scaffold_1117	2513
scaffold_1118	2509
scaffold_1119	2490
scaffold_1120	2488
scaffold_1121	2486
scaffold_1122	2480
scaffold_1123	2474
scaffold_1124	2470
scaffold_1125	2466
scaffold_1126	2462
scaffold_1127	2456
scaffold_1128	2450
scaffold_1129	2444
scaffold_112	98229
scaffold_1130	2442
scaffold_1131	2442
scaffold_1132	2438
scaffold_1133	2432
scaffold_1134	2430
scaffold_1135	2426
scaffold_1136	2421
scaffold_1137	2419
scaffold_1138	2408
scaffold_1139	2402
scaffold_113	97438
scaffold_1140	2397
scaffold_1141	2387
scaffold_1142	2385
scaffold_1143	2377
scaffold_1144	2362
scaffold_1145	2358
scaffold_1146	2350
scaffold_1147	2349
scaffold_1148	2348
scaffold_1149	2345
scaffold_114	96659
scaffold_1150	2345
scaffold_1151	2341
scaffold_1152	2341
scaffold_1153	2336
scaffold_1154	2335
scaffold_1155	2333
scaffold_1156	2332
scaffold_1157	2328
scaffold_1158	2322
scaffold_1159	2319
scaffold_115	96629
scaffold_1160	2316
scaffold_1161	2315
scaffold_1162	2313
scaffold_1163	2311
scaffold_1164	2295
scaffold_1165	2288
scaffold_1166	2288
scaffold_1167	2286
scaffold_1168	2285
scaffold_1169	2279
scaffold_116	96181
scaffold_1170	2277
scaffold_1171	2262
scaffold_1172	2259
scaffold_1173	2257
scaffold_1174	2254
scaffold_1175	2248
scaffold_1176	2248
scaffold_1177	2238
scaffold_1178	2232
scaffold_1179	2230
scaffold_117	94885
scaffold_1180	2228
scaffold_1181	2228
scaffold_1182	2226
scaffold_1183	2222
scaffold_1184	2220
scaffold_1185	2216
scaffold_1186	2215
scaffold_1187	2213
scaffold_1188	2212
scaffold_1189	2208
scaffold_118	94500
scaffold_1190	2207
scaffold_1191	2206
scaffold_1192	2204
scaffold_1193	2199
scaffold_1194	2187
scaffold_1195	2185
scaffold_1196	2184
scaffold_1197	2174
scaffold_1198	2172
scaffold_1199	2172
scaffold_119	94375
scaffold_1200	2170
scaffold_1201	2169
scaffold_1202	2166
scaffold_1203	2165
scaffold_1204	2162
scaffold_1205	2161
scaffold_1206	2160
scaffold_1207	2156
scaffold_1208	2155
scaffold_1209	2154
scaffold_120	93983
scaffold_1210	2151
scaffold_12	1047822
scaffold_1211	2149
scaffold_1212	2136
scaffold_1213	2133
scaffold_1214	2133
scaffold_1215	2132
scaffold_1216	2129
scaffold_1217	2128
scaffold_1218	2125
scaffold_1219	2122
scaffold_121	93789
scaffold_1220	2116
scaffold_1221	2112
scaffold_1222	2109
scaffold_1223	2108
scaffold_1224	2102
scaffold_1225	2102
scaffold_1226	2099
scaffold_1227	2098
scaffold_1228	2096
scaffold_122	90950
scaffold_1229	2094
scaffold_1230	2090
scaffold_1231	2089
scaffold_1232	2087
scaffold_1233	2085
scaffold_1234	2075
scaffold_1235	2072
scaffold_1236	2070
scaffold_1237	2067
scaffold_1238	2053
scaffold_123	89309
scaffold_1239	2047
scaffold_1240	2042
scaffold_1241	2041
scaffold_1242	2038
scaffold_1243	2037
scaffold_1244	2037
scaffold_1245	2035
scaffold_1246	2031
scaffold_1247	2029
scaffold_1248	2029
scaffold_124	88740
scaffold_1249	2028
scaffold_1250	2027
scaffold_1251	2026
scaffold_1252	2020
scaffold_1253	2018
scaffold_1254	2016
scaffold_1255	2016
scaffold_1256	2016
scaffold_1257	2012
scaffold_1258	2011
scaffold_125	87504
scaffold_1259	2011
scaffold_1260	2002
scaffold_126	85824
scaffold_127	84558
scaffold_128	84448
scaffold_129	81886
scaffold_130	81688
scaffold_13	1019697
scaffold_1	3167015
scaffold_131	81549
scaffold_132	80943
scaffold_133	80450
scaffold_134	78706
scaffold_135	77876
scaffold_136	76730
scaffold_137	75973
scaffold_138	75472
scaffold_139	75096
scaffold_140	74995
scaffold_141	74873
scaffold_142	74704
scaffold_143	74085
scaffold_144	73050
scaffold_145	72581
scaffold_146	72251
scaffold_147	71284
scaffold_148	70634
scaffold_14	941619
scaffold_149	70500
scaffold_150	69585
scaffold_151	69375
scaffold_152	69252
scaffold_153	68061
scaffold_154	67081
scaffold_155	66631
scaffold_156	65961
scaffold_157	65706
scaffold_158	65064
scaffold_15	875773
scaffold_159	64427
scaffold_160	63460
scaffold_161	62952
scaffold_162	62717
scaffold_163	61985
scaffold_164	61257
scaffold_165	60199
scaffold_166	59855
scaffold_167	58701
scaffold_168	58603
scaffold_16	868584
scaffold_169	58553
scaffold_170	58449
scaffold_171	58223
scaffold_172	58177
scaffold_173	58157
scaffold_174	57817
scaffold_175	57424
scaffold_176	57165
scaffold_177	56150
scaffold_17	782618
scaffold_178	56142
scaffold_179	56082
scaffold_180	55854
scaffold_181	55600
scaffold_182	55354
scaffold_183	55169
scaffold_184	54934
scaffold_185	54866
scaffold_186	54845
scaffold_18	691497
scaffold_187	54734
scaffold_188	54614
scaffold_189	54005
scaffold_190	53202
scaffold_191	53124
scaffold_192	53076
scaffold_193	52806
scaffold_194	52152
scaffold_195	51741
scaffold_19	640992
scaffold_196	51598
scaffold_197	51487
scaffold_198	51464
scaffold_199	51397
scaffold_200	50963
scaffold_201	50605
scaffold_202	50604
scaffold_203	50488
scaffold_204	50422
scaffold_205	49999
scaffold_20	633838
scaffold_206	49596
scaffold_207	49544
scaffold_208	49434
scaffold_209	49379
scaffold_210	49236
scaffold_211	49054
scaffold_212	48904
scaffold_213	48888
scaffold_214	48800
scaffold_215	48768
scaffold_21	599757
scaffold_216	48628
scaffold_217	48452
scaffold_218	47985
scaffold_219	47140
scaffold_220	47011
scaffold_221	46553
scaffold_222	46388
scaffold_223	46287
scaffold_224	45917
scaffold_225	45825
scaffold_22	562700
scaffold_226	45373
scaffold_227	45282
scaffold_228	45144
scaffold_2	2850711
scaffold_229	45107
scaffold_230	44966
scaffold_231	44764
scaffold_232	44657
scaffold_233	44150
scaffold_234	43869
scaffold_235	43525
scaffold_23	554883
scaffold_236	43260
scaffold_237	42941
scaffold_238	42777
scaffold_239	42777
scaffold_240	42758
scaffold_241	42388
scaffold_242	42375
scaffold_243	42201
scaffold_244	42021
scaffold_24	538172
scaffold_245	41919
scaffold_246	41819
scaffold_247	41803
scaffold_248	41772
scaffold_249	41657
scaffold_250	41436
scaffold_251	41381
scaffold_252	41188
scaffold_253	41164
scaffold_254	41085
scaffold_25	520950
scaffold_255	40917
scaffold_256	40873
scaffold_257	40866
scaffold_258	40817
scaffold_259	40717
scaffold_260	40702
scaffold_261	40524
scaffold_262	40050
scaffold_263	39779
scaffold_264	39558
scaffold_26	514895
scaffold_265	38988
scaffold_266	38660
scaffold_267	38567
scaffold_268	38473
scaffold_269	38451
scaffold_270	38438
scaffold_271	38427
scaffold_272	38175
scaffold_273	37882
scaffold_274	37635
scaffold_27	484275
scaffold_275	37199
scaffold_276	36344
scaffold_277	36228
scaffold_278	36069
scaffold_279	36061
scaffold_280	35865
scaffold_281	35835
scaffold_282	35568
scaffold_283	35387
scaffold_284	34893
scaffold_28	467069
scaffold_285	34863
scaffold_286	34840
scaffold_287	33997
scaffold_288	33841
scaffold_289	33817
scaffold_290	33776
scaffold_291	33751
scaffold_292	33637
scaffold_293	33630
scaffold_294	33547
scaffold_29	464644
scaffold_295	33524
scaffold_296	33231
scaffold_297	32933
scaffold_298	32731
scaffold_299	32481
scaffold_300	32146
scaffold_301	32037
scaffold_302	32032
scaffold_303	31776
scaffold_304	31737
scaffold_30	439699
scaffold_305	31722
scaffold_306	31666
scaffold_307	31666
scaffold_308	31632
scaffold_309	31511
scaffold_310	31367
scaffold_311	31054
scaffold_312	30803
scaffold_313	30656
scaffold_314	30590
scaffold_31	434092
scaffold_315	30351
scaffold_316	30269
scaffold_317	30269
scaffold_318	30046
scaffold_319	30021
scaffold_320	29938
scaffold_321	29929
scaffold_322	29899
scaffold_323	29758
scaffold_32	428348
scaffold_324	29600
scaffold_3	2515153
scaffold_325	29597
scaffold_326	29520
scaffold_327	29426
scaffold_328	29384
scaffold_329	29285
scaffold_330	29272
scaffold_331	29164
scaffold_332	29000
scaffold_333	28853
scaffold_33	412614
scaffold_334	28784
scaffold_335	28635
scaffold_336	28544
scaffold_337	28459
scaffold_338	28206
scaffold_339	28174
scaffold_340	28106
scaffold_341	28013
scaffold_342	27694
scaffold_343	27425
scaffold_34	403863
scaffold_344	27233
scaffold_345	27145
scaffold_346	26998
scaffold_347	26885
scaffold_348	26807
scaffold_349	26708
scaffold_350	26686
scaffold_351	26657
scaffold_352	26655
scaffold_353	26629
scaffold_35	395387
scaffold_354	26422
scaffold_355	26420
scaffold_356	26259
scaffold_357	26243
scaffold_358	25789
scaffold_359	25662
scaffold_360	25546
scaffold_361	25474
scaffold_362	25426
scaffold_363	25243
scaffold_36	395225
scaffold_364	25224
scaffold_365	25176
scaffold_366	25114
scaffold_367	25082
scaffold_368	25060
scaffold_369	24813
scaffold_370	24789
scaffold_371	24732
scaffold_372	24706
scaffold_373	24576
scaffold_37	381278
scaffold_374	24524
scaffold_375	24500
scaffold_376	24421
scaffold_377	24400
scaffold_378	24318
scaffold_379	24224
scaffold_380	24221
scaffold_381	24150
scaffold_382	24037
scaffold_383	23999
scaffold_38	350211
scaffold_384	23831
scaffold_385	23768
scaffold_386	23699
scaffold_387	23682
scaffold_388	23624
scaffold_389	23538
scaffold_390	23407
scaffold_391	23372
scaffold_392	23314
scaffold_393	23303
scaffold_39	349934
scaffold_394	23139
scaffold_395	23086
scaffold_396	23065
scaffold_397	22970
scaffold_398	22925
scaffold_399	22721
scaffold_400	22712
scaffold_401	22710
